CSS_mapping,utterance,intent_level_3,intent_level_2,intent_level_1
Device is not printing black ink.,my printer is not printing black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer was working fine and all of a sudden it stopped printing black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my black my black in is it working,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my black will not print,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my copy does not show black print.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my friend is no printing black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my hp officejet pro 8035 will not print black ink. it is a new cartridge. my color ink works fine.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my hp officepro 6978 won't print black ink. have a new cartridge and have done all of the recommended cleaning procedures.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my hp8025 black cartridge is saying plenty but it is not printing black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my ink black cannot see,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my last black ink replacement cartridge is not printing. only my color shows up on my hp envy 5055. the ink supply says full but i am not getting black output when i print.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my new black cartridge does not print at all,printing no black,Print Quality Issue,Print Device
"Check order status on purchased product, recurring delivery, or other service-related shipment.","amazon just informed me that my ink is running low, do you send out a new cartridge",check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.", are you sending me cyan and yellow ink cartridges,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.", check the shipment status of my ink,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.","i need ink for my printer, how do i check the status of any ink shippments to me",check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.",i have ordered a battery for my laptop and the order shows on your site as ''completed' however i have not received the package - is it still on its way or was there a delivery problem?,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.",checking to see if ink has been shipped to me,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.","where is my ink, i need new cartridges",check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.",when will my next ink be shipped,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.",when will my hp ink ship,check order status,Order Shipment Management,Order Shipment & Fulfillment
"Check order status on purchased product, recurring delivery, or other service-related shipment.",when will i receive my ink shipment,check order status,Order Shipment Management,Order Shipment & Fulfillment
